Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2016-07-04,The Muppets,2011,https://boxd.it/ak6wx,4,Yes,"<i>""Am I a man or am I a Muppet?""</i>

If you don't like the Muppets then you are simply a heartless individual.  This movie was a fantastic reintroduction into main culture for the Muppets.  It succeeds at being a feel-good family movie that is still enjoyable for all ages with plenty of laughs and some superb music (which, in my opinion, is what truly makes this movie).  Jason Segel and Amy Adams fit well in their supporting roles and the plot is very clever.  Overall this is a great family comedy that fits right in with the classic Muppet films of the late 20th century.",,2016-07-03
2016-07-05,Cast Away,2000,https://boxd.it/albgB,4,Yes,"<i>""The most beautiful thing in the world is, of course, the world itself.""</i>
<i>
</i>Nothing like an epic island survival film.  Tom Hanks really shines in this role of a survivor who uses wits to survive while at the same time slowly losing his sanity, beginning with the creation of his volleyball friend Wilson.  You know this film did it right when you actually feel sympathy for Chuck over the loss of Wilson, nothing more than an inanimate object.  Most of the movie doesn't seem to have much of a meaning as it simply depicts a man struggling for survival; however, when Chuck makes it back and sees how easy living is compared to his prior situation and how everyone takes it for granted, there's an obvious message about the gluttony and ungratefulness that exists in today's society.  This really is a classic film and its popularity is made obvious when pretty much everyone understands the ""WILSON!"" reference.  This would be on my list of movies that everyone should watch at some point in their life.",,2016-07-04
2016-07-08,Swiss Army Man,2016,https://boxd.it/anEP5,4,,"<i>""Manny, if you don't know Jurassic Park, you don't know shit.""</i>

I want to write a lengthy review about why I really enjoyed this movie but I honestly have no idea how to explain it, so this probably will be me babbling on.  It definitely strikes me as a movie that you either really like or really hate.  The first fifteen minutes had me wondering why I spent money to watch this stupid movie, but by the end I had come to peace with the film's weirdness and thoroughly enjoyed it.  Weird is definitely the first word that comes to mind -- REALLY freaking weird, but at the same time beautiful in a way.  The strange small talk that Hank (living dude) has with Manny (dead dude) truly embodies what it means to be human.  Most of the movie doesn't deal with survival as you might think, but rather Hank teaching Manny about concepts of life, which range from true love and fear to masturbation.  Yeah, this movie will gross you out at some point.

I'm not sure what genre this movie fits under, because even the movie itself seems confused as to what type of film it is.  The elements that stand out the most to me make me categorize this as a dark survival buddy comedy, with weird elements of love and philosophy about life (one of my favorite parts, Manny in tears asks <i>""What is this? What is life?""</i>).  There is a great underlying message about self-acceptance, and also how everyone is at least a little weird.  I found myself laughing, cringing in gross horror, and on the verge of tears all throughout this movie.  I have a feeling the people behind this movie intended to put you in a very confused emotional and mental state throughout the runtime of the film as you struggle to understand what's going on.  Oh and a little side note, I absolutely love that the score of the movie is literally just acapella from the two leads, singing ""la, la, la"" and such, it's so strange and beautiful.

I feel like this review sounds negative but I don't know how else to word it.  I definitely enjoyed the movie, I think that everyone should give it a try, but I certainly don't think it's a movie for everyone.  The constant fart jokes at the beginning may make you believe you're about to sit through the dumbest movie ever made, but trust me, you really have no idea what you will get yourself into when you watch this.  Weird yet beautiful is all I can say.",,2016-07-07
2016-07-15,Ghostbusters,2016,https://boxd.it/atruP,3,,"<i>""Ah, HELL naw, the devil is a LIAR!!""</i>

I had terribly low expectations for this movie because I found the trailers incredibly dumb and cringeworthy.  I expected a CGI mess of callbacks to a classic film which would essentially ruin my childhood.  I believe that it's because of the low expectations that I was pleasantly surprised by the movie, which turned out to be not too bad.  There were some very funny moments and I'm not going to lie there were quite a few moments where I was putting my face in my hands in shame of what Hollywood has become.  Overall, it kept me entertained, which really seemed like the only goal the filmmakers had here.  Good comedy performances and some surprisingly cool action as well as a clever final villain (which, thank God, wasn't simply a reused Stay Puft Marshallow Man).

Did we need this movie to be made?  Heck no.  Is it entertaining and worth a watch, even if you just rent it? Sure.  Can't complain about a movie that overall is a lot of fun.",,2016-07-14
2016-07-16,Beverly Hills Cop,1984,https://boxd.it/au97b,3.5,,"<i>""Disturbing the peace?  I got thrown out of a window!  What's the f**king charge for getting pushed out of a moving car, huh?  Jaywalking?""</i>

This is an iconic film that set benchmarks for all the buddy cop, action comedy, and Eddie Murphy movies to come.  This fairly simple plot works due to hilarious moments thanks to Murphy's performance, some pretty great action, and an amazing soundtrack that won all kinds of awards.  If you haven't seen this movie and have heard the Crazy Frog song, yeah, they took that from this movie's theme.  Catchy stuff that fits right in with the action you see unfolding onscreen.",,2016-07-15
2016-07-17,The Jungle Book,2016,https://boxd.it/auBU1,3.5,,"<i>""Oh, how magnificus it would be</i>
<i>A gigantopithecus like me</i>
<i>Could learn to do like you humans do</i>
<i>Can learn to be like someone like you""</i>

I've neither read Jungle Book nor seen the Disney cartoon.  I know, I have no childhood, but either way I wanted to see this movie because of the praise it was receiving.  I thought it was very entertaining and was a nice middle ground between the extremely serious, dark book and the lighthearted Disney cartoon (from what I've heard).  The CGI is absolutely stunning, and is definitely my favorite aspect of the movie and in my opinion is what made it so great.  All the animals look so lifelike and the child actor playing Mowgli does an amazing job of convincingly interacting with the digital creatures.  The celebrity voice actors may seem random and only included for publicity but they fit the characters appropriately.

Christopher Walken singing as King Louie is hilarious and I love it.",,2016-07-16
2016-07-20,Hush,2016,https://boxd.it/axfaV,3.5,,"<i>""When you wish you're dead... that's when I'll come inside.""</i>

I like how this movie emerged from the horror tropes that you tend to see every second in scary films.  A deaf and mute protagonist trapped in her house and being antagonized by a serial killer is a very unique concept that the movie executes fairly well.  There's a good suspense factor throughout most of the movie, and the acting wasn't all that great but it wasn't atrocious, it still worked for the film.  It starts off kinda slow but builds up to a nice suspenseful finale, which I think was done well except for a couple minor things that were a little cheesy and unreasonable.

Overall this is a suspenseful horror film that has a similar feel to classics like <i>Friday the 13th</i> and <i>Scream</i> while still setting itself apart with an original spin on the genre.  There is a fair amount of gore as would be expected from a serial killer flick, so be warned that this isn't for those with a weak stomach.  Worth the watch so long as you enjoy it for what it is and try not to nitpick.",,2016-07-19
2016-07-21,Galaxy Quest,1999,https://boxd.it/axYn1,3.5,,"<i>""By Grabthar's hammer, by the suns of Worvan, you shall be avenged.""</i>

<i>Galaxy Quest</i> is a funny parody of Star Trek, and the concept is unique.  The actors of a Star Trek-esque television show are asked for help by a real alien species that falsely believes they are indeed the real space commanders they play.  There are lots of jokes that poke fun at the science fiction fan base as well as science fiction in general (as aforementioned, specifically Star Trek).  The acting isn't terrific but it works for the movie and I found it overall quite funny.  There are some great practical special effects when it comes to the enemy aliens as well.

Overall this is a funny and entertaining parody of science fiction shows/films.  But, it's just that and nothing more; a fun film that does not strive to be anything more than a unique parody, which isn't a bad thing, but rather is my reasoning for my average rating.  Worth the watch but only if you at least slightly enjoy science fiction.",,2016-07-20
2016-07-25,The Running Man,1987,https://boxd.it/aB4Pr,3,,"<i>""Hello, cutie pie.  One of us is in deep trouble.""</i>

<i>The Running Man</i> is based off a book of the same name, which the unique concept can be attributed to.  The film is entertaining with pretty good action and mediocre acting, and plenty of cheesy 80's action flick goodness.  Expect plenty of Schwarzenegger's cringeworthy one-liners that he is famous for (after choking a man to death, he nonchalantly states ""what a pain in the neck"").  The film plays off of Arnold's post-Terminator popularity WAY too much, even recycling one of the most famous lines from that movie, ""I'll be back.""

As a self proclaimed Arnold addict and a lover of 80's action films, I think this was a good movie.  On a side note I'm starting to wonder if the author of Hunger Games took inspiration from this novel/film as there are more than a few similarities in the concept.",,2016-07-24
2016-07-29,Jason Bourne,2016,https://boxd.it/aDXAP,3.5,,"<i>""I know who I am.  I remember everything.""</i>
<i>""Remembering everything doesn't mean you know everything.""</i>

This movie is good as an action flick but it doesn't quite live up to the standard set by its predecessors (excluding <i>Legacy</i>).  There's pretty good action, with car chases and random objects being used as weapons; everything you would expect from a <i>Bourne</i> film.  None of the action or acting itself was truly groundbreaking but it worked for what the film was trying to do.  There aren't any iconic moments or lines that you'll remember from the movie, but it's a satisfying and entertaining thrill ride of action nonetheless.",,2016-07-28
2016-07-31,Hot Fuzz,2007,https://boxd.it/aFtNN,4,,"<i>""Have you ever fired two guns whilst jumping through the air?""</i>
<i>""No.""</i>
<i>""Have you ever fired one gun whilst jumping through the air?""</i>
<i>""No.""</i><i>
</i>
<i>Hot Fuzz</i> really took me off guard and honestly blew me away.  Not that I had low expectations for this movie, not at all; rather, I was blown away by the crazy plot which twisted and turned and succeeded in being unpredictable while still very thrilling and gripping.  I went in expecting a buddy cop comedy with some British humor because, you know, Simon Pegg.  And while that definitely was in the movie, there were all kinds of genres thrown in there.  There are elements of horror/thriller, detective drama, and full on hardcore action flick (like Arnold Schwarzenegger levels!).  And I freaking loved it!  I didn't really know what was going to happen next, as the first half of the film seemed to be setting up a normal cop movie and then out of nowhere you get hit with a plot curveball that REALLY draws you in (at least it did in my case).  I also have a liking for dry and dark comedy, which this film is chock full of, ranging from Tarantino humor to Monty Python humor.  

Seriously, no wonder this film has very positive reception.  If you like action and dry humor then this is definitely the movie for you.  Even if you don't usually enjoy those genres, I think there is a good chance that you would like <i>Hot Fuzz</i> because of all the genres it could fit under.  Unpredictability is a powerful weapon in the hands of movie writers, and it's used very effectively here.",,2016-07-30
2016-08-01,The Usual Suspects,1995,https://boxd.it/aGpEz,3.5,,"<i>""The greatest trick the Devil ever pulled was convincing the world he didn't exist.""</i><i>
</i>
This is a great mystery crime film with an awesome and iconic twist revealed in the final moments.  While this movie is known for that twist, and while it was a mind blowing and well executed one, the rest of the film leading up to it was a bit confusing as it jumped back and forth between narration and flashbacks, and fairly boring at times as well.  Regardless, this is a classic film that used an awesome ending to rocket itself into fame, and it's worth the watch for pretty much anybody.",,2016-07-31
2016-11-21,Arrival,2016,https://boxd.it/cbwxr,4.5,,"<b><i>OFFER WEAPON</i></b><i>
</i>
<b>NOTE:</b> As of the writing of this review, I have only been exposed to the contents of this film in the form of its trailer and the movie itself.  I have not read or seen anything else about the movie online, and as a result, the following is a collection of my original, unfiltered thoughts.

<b>• • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • • </b>
<b>
</b>If <b>Arrival</b> is not the best film of the year, it is at least one of the top 5.  What starts out as what seems to be your everyday science fiction story with alien life forms coming to Earth evolves into something much deeper and more philosophical.  While this movie certainly left questions in my mind, as every movie should, I still left feeling that I had a very strong understanding of the film's events and their meaning, and that's terrific. That means the makers of the film succeeded in getting their point across to their audience, at least in my case, while also leaving some things up in the air.

Films like these come along to remind us that the golden age of filmmaking isn't entirely gone; every once in a while, in an ocean of reboots/remakes, reused plots, and mindless children's or action films, a masterpiece comes along to blow you away.

Without delving into the deep concepts this movie deals with, some of which is too deep to fully comprehend, one can still appreciate the sci-fi plot devices used in such clever ways that make perfect sens<i>e</i> in the context of the film.  On more than one occasion, Louise (Amy Adams) ""recalls"" information from future memories; gaining an understanding of the heptopods' language has granted her the ability to essentially transcend time, retrieving vital information from events yet to occur that will ensure the peace and safety of the world in the present.

In addition to the extremely intelligent plot, this film boasts breathtaking visuals, an extremely intense and amazingly crafted soundtrack, and impressive acting from literally everyone on screen.

Perhaps reading online about some of my questions will give me some answers, because as previously stated, I haven't had any exposure past the film itself.  The question that is posed all throughout the film: ""What is your purpose on Earth?""  Was it every truly answered?  Yes, Costello (I love the names) does say that they offer this 'weapon' to humanity because ""HEPTOPODS NEED HELP FROM HUMANITY IN 3 THOUSAND YEARS"", or something along those lines, but this is hardly a satisfying answer.  This definitely isn't a gripe with the film, but rather an expression of curiosity.  What will happen in 3 thousand years?  Obviously the heptopods know, as they are on Earth now to ensure they will receive help in the future.

And about the whole traveling faster than the speed of light thing that Ian (Jeremy Renner) discovers?  I can only assume that it was a slight misinterpretation of the ability to transcend time, but I still am unsure of the whole 1/12 fraction thing and the 12 different vessels.  What was the significance?  Again, these are unfiltered thoughts that I could easily have missed in the film, and some research can clear up.

Overall, <b>Arrival</b> is most definitely 5 stars.  So thought provoking, and showcasing the negative sides to humanity with their refusal to work together and their instinct to immediately attack the heptopods.  The universal knowledge of the language seems to contribute to world peace through a collective understanding of one another in all humanity.  What a beautiful concept.",,2016-11-20
2016-12-28,Why Him?,2016,https://boxd.it/cLFTN,2,,"I hate movies that rely almost exclusively on crude sexual jokes (that aren't clever or funny in any way, but rather made for shock value) for the entirety of its runtime.  I kinda knew what I was getting into when I saw <b>Why Him?</b>, and it turned out just to be as terrible as I expected.  The only things that made me want to see this movie are Bryan Cranston and the fact that it was free for me to watch as a theater worker.  Coincidentally, Cranston's role is the only aspect keeping the film somewhat grounded in reality, and also the only thing that kept me from getting up and walking out at the 132nd pointless use of the word 'fuck'.


While I can't deny that I laughed a couple times and found certain parts amusing, I am never going to see this movie again and am very glad that I did not pay to see it.",,2016-12-27
2017-01-07,What's Eating Gilbert Grape,1993,https://boxd.it/d176J,4,Yes,"Leonardo DiCaprio is one of those people who is just born to act, one of the few actors who are simply too good for us.  Such a talented actor even at an extremely young age, it's remarkable.",,2017-01-06
2017-04-12,The Assignment,2016,https://boxd.it/gnBkn,0.5,,Not sure why I watched this.,"other, streaming",2017-04-11
2017-04-28,King Arthur: Legend of the Sword,2017,https://boxd.it/gORJ3,1,,"Terrible editing.  Extremely forgettable.  The same scene is shown in flashbacks at least 10 times.  Audience Hand holding explodes from this movie with every reused flashback and overly explicit line of dialogue.

The attempt at trying to make cool, unique editing with constant snappy cuts just ended up making the entire film extremely hard to follow, and random time jumps popped up every ten minutes with no rhyme or reason.

Terrible, cringeworthy jokes abound, which greatly pleased my advance screening audience.  My only laughter was invoked by the tons of unintentionally funny moments as well as just me reacting in complete awe at how much the audience was enjoying this crap. 

At one point they use shaky weird shots focused on the sides of the characters' heads as they ran, which just looked extremely amateur.  Like a teenager using a GoPro.  Furthermore, the 'epic' battles that the film ended with were chock full of seemingly incomplete CGI that was more rubbery than that infamous Matrix 2 scene.

The only reason I didn't give this a 1/2 star is because I didn't want it to be on the same level as <i>The Assignment</i>, and because I at least recognize the work and scope of the project, even if the execution was absolutely atrocious.  The score was pretty unique as well.","theatre, amc, advance screening",2017-04-27
2017-05-14,The Wall,2017,https://boxd.it/hcRHJ,3,,"<i>""I just want to get to know you.""</i>

I really enjoyed this film.  It's a very unique entry in the somewhat overdone military genre.  Rather than a guns blazing approach to this depiction of the Iraq war, the filmmakers opt for a character-driven psychological thriller that takes place in the same small area for the entire runtime.  While this sounds like it could easily bore the audience and drag on, something just made it work.  I'm not sure if it's the excellently set up shots, the convincing acting of Aaron Taylor Johnson, the mystery shrouding the Iraqi sniper, or the comically strange conversation between the lead and the sniper, but it just works.  The suspense builds really well throughout the movie and there are a few unexpected turns, even given the incredibly simple plot.  We learn about the characters through dialogue, which I absolutely love when executed correctly.  The portrayal of war is very realistic in this standoff, and the lack of a score just adds to the immersion and suspense.  While it may seem to drag a bit in scenes where Johnson fiddles with some equipment for a solid 5 minutes, its inclusion is justified and helps to put the viewer in the shoes of the character.  

While this certainly isn't one of the most amazing military movies I've seen, I have to give it major props for the originality and the boldness of the filmmakers for making this kind of movie.  If you like military movies or even just thrillers in general, then you will enjoy this movie.","theatre, cobb",2017-05-13
2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,2017,https://boxd.it/hsezD,2.5,,"<i>""Do we have an accord?""</i>

I don't think that this movie deserves the extreme hate it's been getting.  I also don't think it was amazing.  Certain aspects I loved, but there was also a lot that was underwhelming.  Sadly yet not unexpectedly, Jack Sparrow was probably the most underwhelming part of the entire film.  Other than being the reason behind the villain's actions, he doesn't really serve any other purpose.  He's just shoved in there because, you know, this is a Pirates movie so Jack has to be the main character.  The two young characters, Henry and Karina, really stood out and the movie was mostly about them in regard to the events unfolding.  Despite the writing pointing towards them leading, Jack Sparrow would still repeatedly poke his head out from behind them and slur some lifeless joke and stumble his way through horrifically fatal circumstances and somehow always make it out unscathed.  It is a bit amusing but it gets old, especially when you take a step back and question why he is even there.  It also seems that Johnny Depp has lost his understanding of the character; no longer do we have the witty and clever pirate who makes quick and smart decisions from the first film, but we now have a Jack who is an embodiment of only his drunkenness and bumbling foolishness without much of the wit to go along with it.  Everything else about this film was pretty good, the young characters had good arcs, but the CGI could get a little hard to watch sometimes.

Overall I'd say if you're a Pirates fan, give it a watch.  You'll have a good time.  This does not deserve such extreme hate but it also does not deserve praise.  I'm not sure how I feel about having another installment in this series; personally, I would have preferred ending with <i>At World's End</i> and having a nice trilogy, but money.  I'd put this a little below <i>At World's End</i> and far above <i>On Stranger Tides</i>.","theatre, cobb",2017-05-25
2017-05-31,Falling Leaves,1912,https://boxd.it/hycT9,,,"<b>Film School Dropouts - Week 1</b>

This is a sweet little gem of a short film.  Its simple yet emotional plot is representative of the earliest stages of filmmaking.  Film as we know it today is stripped down to its most basic feature, the imagery.  This forces the viewer to focus especially on what is in front of them without the distraction of the other elements which would be introduced into film as years went by (cinematography, score, etc.).  The version I watched featured a piano accompaniment composed in 2011 which matched through song the emotional content of the actions unfolding onscreen.  Assuming the 1912 audience would have had a live piano accompaniment that was similar, we can also attribute this classic as a prime example of what score contributes to the mood of a film and what emotions it evokes in the audience in collaboration with imagery.

Specifically in regard to the plot, this is a simple yet sweet tale dealing with sickness and the possibility of loss, as well as the inner workings of the mind of a child when dealing with serious concepts such as death.  So much is told simply through facial and bodily expression, an impressive feat for such an early film that we now see was extremely limited in storytelling compared to future films.  Regardless, it is one that should be cherished and reviewed for generations as an example of the universal and timeless expression of our humanity through the art of film.",,2017-05-30
2017-06-01,The General,1926,https://boxd.it/hz8WF,4.5,,"<b>Film School Dropouts - Week 2</b><b>
</b>
<i>The General</i> is an amazing example of the physical comedy achieved purely through visuals in the days of silent film.  I went into this expecting to simply acknowledge what was considered humorous in the early 19th century society but not find it funny myself.  Instead, I found myself laugh out loud on more than one occasion while watching the insane antics of Buster's character.  A couple of my favorite moments include his leaping from table to table in order to be first in line for military recruitment and, of course, the iconic sequence involving him spread across the front of a train, frantically removing long blocks of wood obstructing the tracks placed by bandits who stole his original train.

I was all but blown away by a large number of the shots in this film.  The incredible scope of shots, such as the one depicting swarms of troops approaching over a distant hill while simultaneously showing soldiers lying on their stomachs in the foreground, are just so impressive when considering this film was released in the 1920s.  The money shots were also incredible; the explosions from cannons and the epic collapsing bridge and exploding train were undoubtedly expensive and just amazing to watch.  Even the basic plot of the film is very daunting for a 1920s film since the majority of the onscreen action takes place on moving trains, which must have been both difficult and expensive to shoot.

Taking all of these factors into account really gives this film a solid spot in cinematic history, one that still holds up relatively well today and remains incredibly impressive.","home, streaming",2017-05-31
2017-06-02,Wonder Woman,2017,https://boxd.it/hASUd,2.5,,"<i>""Now I will just have to <b>DESTROY YOU</b>!!!!!""</i>

Jesus H. Christ.  Why, DC? Just... why.

I have no idea where all this extremely positive reception is coming from.  This movie was bad.  Like, barely better than Suicide Squad bad.  People have been saying that this movie has broken the DC film losing streak, but I strongly disagree.

The pacing was extremely slow.  Much too slow.  The CGI was passable at best, but usually pretty awful, which is simply inexcusable, especially after the pretty good visual effects we've seen in BvS: Dawn of Justice.  Gal Gadot's acting was also passable.  She's a good Wonder Woman, but I could also name off at least five other actresses who could play the role as well as she does.  Chris Pine's character was probably the best part of the movie.  I think he played the role very well, and his character had some purpose as well as a nice arc.  So props for that.  But other than that small thing, there is very little about this movie that I really liked.  Just when I thought the movie was going to pick up during this (actually pretty great) scene where we FINALLY see Wonder Woman in action, about an hour into the movie, it just continued to flop afterward.

Don't even get me started on the villain.  I can't say too much without spoiling, but I can say that the final showdown was so laughably terrible that I was trying extremely hard to keep myself from exploding into laughter.  2005 video game graphics exploded from the third act, very reminiscent of the third act in King Arthur.  The villain's portrayal and line delivery tickled me ridiculously.  I got more enjoyment out of laughing at the end of this movie than the rest of the movie.

I put this at 2.5 stars for two reasons.  First of all, I have Suicide Squad at 2 stars, and this was better.  Second of all, there were a few things that I thought were truly great in this movie.  The scene in the middle where Wonder Woman finally decides to do something stands out as the indisputable best scene in this movie.  Some of the war scenes were alright, but definitely not the best.  At times this felt like a poorly made war drama with Wonder Woman just tacked on.  It probably wasn't a great idea to show a five minute preview of Dunkirk before this movie, because it just made me realize even more how bad this was as a war film.

Anyway, yeah.  2.5 stars.  DC has disappointed me again.  I will still see their upcoming movies and continue to cross my fingers that they can turn this thing around, because right now they are drowning.  Every new release is sinking them deeper and deeper.","theatre, cobb",2017-06-01
2017-06-03,Rosencrantz & Guildenstern Are Dead,1990,https://boxd.it/hBia1,3.5,,"<i>""Rosencrantz and Guildenstern are dead.""</i><i>
</i>
I watched this in class as the school year winds to an end.  I enjoyed it, it was quite an original concept, and I also love Tim Roth and Gary Oldman.  They played off of each other very well and there were a lot of very clever and funny moments.  It was quite interesting to watch the misadventures of these minor characters and how they intertwined with the story of <i>Hamlet.</i>  That being said, I think I would have enjoyed this a lot more if I was more familiar with the story of <i>Hamlet</i>.  It was clear when certain pivotal events from that play were occurring as Rosencrantz and Guildenstern observed from ""off-stage.""  If you like Hamlet, this is definitely the movie for you.","other, dvd",2017-06-02
2017-06-03,Alien: Covenant,2017,https://boxd.it/hBLDL,3.5,,"<i>""Look on my works, ye Mighty, and despair.""</i>

This was a very good science fiction film.  It suffered from the same slow pacing in the first act as did the original <i>Alien</i>, but quickly picked up during the second act and culminated well in the final act.  I can say with complete certainty that you need to have seen <i>Prometheus</i> to fully enjoy this movie.  Which is to be expected, as Ridley Scott has already said many times that <i>Covenant</i> is a direct sequel.

Michael Fassbender steals the show once again with his great robot portrayal.  In fact, he is in center stage so often (which doesn't feel like it's overdone) that the Neomorphs and Xenomorphs almost feel less important. This most certainly is not a bad thing, and I think it works for the movie well.  I think I would have enjoyed the movie just as much without the Xenomorph, as its presence feels a lot like fan service (especially since Scott himself said in an interview that he only brought them back in this film because of audience backlash at <i>Prometheus</i>).  

Regardless, this is a great sci fi film with great acting from pretty much everyone involved, great visual effects, great cinematography, and a great story.  It continues and expands on the theme of creation/destruction established in <i>Prometheus</i>, and it does so in a great way.  Scott has essentially achieved a near perfect balance between the suspenseful, over-the-top gory Alien and the philosophical, mysterious Prometheus.  All <i>Alien</i> fans must see this movie and I have no doubt that they will enjoy it, as it contains the great ideas from <i>Prometheus</i> while also having an overall better execution.","theatre, cobb",2017-06-02
