Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2019-10-28,Scary Stories to Tell in the Dark,2019,https://boxd.it/QU5hB,2,,The frame narrative is awful and the scary stories are okay at best.  Just a few small changes in the approach and execution could have easily made the mildly unnerving sequences into truly terrifying ones.,"theatre, reitz",2019-10-27
2019-11-18,Return of the Jedi,1983,https://boxd.it/SaOcH,3.5,Yes,Can I please get a 1-hour loop of Palpatine just saying “operational”,"other, streaming",2019-11-17
2019-11-18,Return of the Jedi,1983,https://boxd.it/SaOKT,3.5,Yes,Can I please get a 1-hour loop of Palpatine just saying “operational”,"other, streaming",2019-11-17
2019-11-18,Return of the Jedi,1983,https://boxd.it/SaR4B,3.5,Yes,Can I please get a 1-hour loop of Palpatine just saying “operational”,"other, streaming",2019-11-17
2019-11-18,Return of the Jedi,1983,https://boxd.it/SaVVT,3.5,Yes,Can I please get a 1-hour loop of Palpatine just saying “operational”,"other, streaming",2019-11-17
2019-11-25,Star Wars: The Force Awakens,2015,https://boxd.it/SA9MV,3.5,Yes,"We all know that Star Wars villains always have British accents, and the heroes always have American accents.  Has anyone brought any attention to the fact that Rey is like the only hero with a British accent, and Kylo the only villain with an American accent?

Perhaps Kylo’s turn to the light has been foreshadowed this entire time, and the same with Rey’s possibly inherent connection to the dark (through Palpatine somehow)?

Maybe I’m looking too much into it, but at the very least, their accents make them stand out from their allies on a basic level.","other, streaming",2019-11-24
2019-11-25,Star Wars: The Force Awakens,2015,https://boxd.it/SAber,3.5,Yes,"We all know that Star Wars villains always have British accents, and the heroes always have American accents.  Has anyone brought any attention to the fact that Rey is like the only hero with a British accent, and Kylo the only villain with an American accent?

Perhaps Kylo’s turn to the light has been foreshadowed this entire time, and the same with Rey’s possibly inherent connection to the dark (through Palpatine somehow)?

Maybe I’m looking too much into it, but at the very least, their accents make them stand out from their allies on a basic level.","other, streaming",2019-11-24
2019-12-09,A Beautiful Day in the Neighborhood,2019,https://boxd.it/Tu1sZ,3,,"I think the movie honored the essence of Mr. Rogers very well while not being afraid to question things about him and portray him as the quirky but warm oddball that he was.

The rest of my feelings on the movie can be summed up with a Robert De Niro frown and a shrug.","theatre, regal, celebration pointe 10, unlimited",2019-12-08
2019-12-26,Uncut Gems,2019,https://boxd.it/UGAzJ,4,,Being locked in a glass case and forced to watch Adam Sandler get insanely hyped over a Celtics game is my new wildest fantasy,"theatre, cobb",2019-12-25
2020-02-24,First Reformed,2017,https://boxd.it/10cEE3,5,Yes,"<blockquote>
I went over everything that was said, what should have been said, what could have been said differently, what could have been said better.             –
Despair is a form of pride. “I know that nothing can change and I know there is no hope.” Merton wrote about this.  Despair is a development of pride so great that it chooses one’s certitude rather than admit God is more creative than we are.
–                                                                          Perhaps it’s better I didn’t say that to him.</blockquote>","other, streaming",2020-02-22
2020-02-24,Funny Games,1997,https://boxd.it/10gAKT,4,Yes,"This remains to be one of the hardest movies for me to watch.  It gives me such a unique and complex mixture of frustration, grief, thrill, and rage... I can barely make it to the end of this thing.

Fuck you, Michael Haneke.  Your movie is fantastic.","apartment, streaming",2020-02-23
2020-10-23,Little Shop of Horrors,1986,https://boxd.it/1q34pn,4.5,Yes,the plant is COVID-19.  only for the director’s cut tho. you know what I mean,"home, streaming",2020-10-22
2021-07-01,Zola,2020,https://boxd.it/1XASEb,3.5,,so we’ve established that twitter-thread-film-adaptations can work. not entirely sure of the implications there but I’m scared,"theatre, regal, butler plaza 14",2021-06-29
2021-10-03,Titane,2021,https://boxd.it/2b5PaL,4,,"You shout it out, but
I can't hear a word you say
I'm talking loud, not saying much

You shout it out, but
I can't hear a word you say
I'm talking loud, not saying much
I'm criticized, but all your bullets ricochet
Shoot me down, but I get up

I'm bulletproof, nothing to lose
Fire away, fire away
Ricochet, you take your aim
Fire away, fire away

You shoot me down, but I won't fall
I am titanium
You shoot me down, but I won't fall
I am titanium

Cut me down, but it's you
Who'll have further to fall
Ghost town and haunted love
Raise your voice, sticks and
Stones may break my bones
I'm talking loud, not saying much

I'm bulletproof, nothing to lose
Fire away, fire away
Ricochet, you take your aim
Fire away, fire away

You shoot me down, but I won't fall
I am titanium
You shoot me down, but I won't fall
I am titanium","theatre, hippodrome",2021-10-02
